uidA,uidB,Predicted Classes,Probability Score,Regression Value,mean_prob_aff,stringdb_check,score_norm,uidA_irefindex,uidB_irefindex,method,Host_organism_taxid,numParticipants,irefindex_check,GeneA,GeneB,OP_A,OP_B,OP_check
Q15459,Q16719,1,0.551219512,0.401555334,0.476387423,0,,,,,,,0,SF3A1,KYNU,0,0,0
Q9BSW7,Q8WVV4,1,0.785365854,0.401415575,0.593390714,0,,,,,,,0,SYT17,POF1B,0,0,0
Q9BSW7,O75829,1,0.526829268,0.401555298,0.464192283,0,,,,,,,0,SYT17,CNMD,0,0,0
Q9BSW7,Q0VG06,1,0.551219512,0.401554779,0.476387145,0,,,,,,,0,SYT17,FAAP100,0,0,0
Q9BSW7,Q7Z4V0,1,0.746341463,0.401305871,0.573823667,0,,,,,,,0,SYT17,ZNF438,0,0,0
Q9BSW7,O95154,1,0.526829268,0.401554803,0.464192036,0,,,,,,,0,SYT17,AKR7A3,0,0,0
Q15459,P35453,1,0.526829268,0.401554736,0.464192002,0,,,,,,,0,SF3A1,HOXD13,0,0,0
Q9BSW7,P18887,1,0.526829268,0.401555424,0.464192346,0,,,,,,,0,SYT17,XRCC1,0,0,0
Q9BSW7,O43852,1,0.551219512,0.401555297,0.476387405,0,,,,,,,0,SYT17,CALU,0,0,0
Q9BSW7,Q7Z7G1,1,0.551219512,0.401557062,0.476388287,0,,,,,,,0,SYT17,CLNK,0,0,0
Q9BSW7,O14793,1,0.551219512,0.401555231,0.476387372,0,,,,,,,0,SYT17,MSTN,0,0,0
Q9BSW7,P36980,1,0.551219512,0.401555093,0.476387302,0,,,,,,,0,SYT17,CFHR2,0,0,0
Q9BSW7,Q99705,1,0.526829268,0.401555134,0.464192201,0,,,,,,,0,SYT17,MCHR1,0,0,0
Q15459,Q00325,1,0.551219512,0.401633231,0.476426372,0,,,,,,,0,SF3A1,SLC25A3,0,0,0
Q9BSW7,Q9BYQ4,1,0.52195122,0.401306652,0.461628936,0,,,,,,,0,SYT17,KRTAP9-2,0,0,0
Q9BSW7,Q9HBW0,1,0.52195122,0.401555671,0.461753445,0,,,,,,,0,SYT17,LPAR2,0,0,0
Q9BSW7,P60411,1,0.52195122,0.401306728,0.461628974,0,,,,,,,0,SYT17,KRTAP10-9,0,0,0
Q86YF9,Q16651,1,0.551219512,0.401554711,0.476387112,0,,,,,,,0,DZIP1,PRSS8,0,0,0
Q15459,Q96NX5,1,0.551219512,0.401555213,0.476387362,0,,,,,,,0,SF3A1,CAMK1G,0,0,0
Q9BSW7,O00755,1,0.526829268,0.401555478,0.464192373,0,,,,,,,0,SYT17,WNT7A,0,0,0
Q9BSW7,Q969X2,1,0.551219512,0.401555291,0.476387402,0,,,,,,,0,SYT17,ST6GALNAC6,0,0,0
Q9BSW7,Q15777,1,0.551219512,0.40155506,0.476387286,0,,,,,,,0,SYT17,MPPED2,0,0,0
Q9BSW7,Q330K2,1,0.526829268,0.401554954,0.464192111,0,,,,,,,0,SYT17,NDUFAF6,0,0,0
Q9BSW7,Q9NYA3,1,0.731707317,0.401321155,0.566514236,0,,,,,,,0,SYT17,GOLGA6A,0,0,0
Q9BSW7,P49682,1,0.52195122,0.40155611,0.461753665,0,,,,,,,0,SYT17,CXCR3,0,0,0
Q9BSW7,Q9GZK6,1,0.551219512,0.401555589,0.47638755,0,,,,,,,0,SYT17,OR2J1,0,0,0
Q9BSW7,Q9P104,1,0.526829268,0.401554889,0.464192079,0,,,,,,,0,SYT17,DOK5,0,0,0
Q9BSW7,P12235,1,0.526829268,0.401555056,0.464192162,0,,,,,,,0,SYT17,SLC25A4,0,0,0
Q9BSW7,P49756,1,0.536585366,0.401555026,0.469070196,0,,,,,,,0,SYT17,RBM25,0,0,0
Q15459,Q7Z602,1,0.551219512,0.401633415,0.476426464,0,,,,,,,0,SF3A1,GPR141,0,0,0
Q9BSW7,P25024,1,0.526829268,0.401555841,0.464192555,0,,,,,,,0,SYT17,CXCR1,0,0,0
Q15459,Q8NFQ6,1,0.551219512,0.401555535,0.476387524,0,,,,,,,0,SF3A1,BPIFC,0,0,0
Q15459,Q9BYV6,1,0.726829268,0.40130629,0.564067779,0,,,,,,,0,SF3A1,TRIM55,0,0,0
Q5TCQ9,P19021,1,0.551219512,0.401554929,0.47638722,0,,,,,,,0,MAGI3,PAM,0,0,0
Q5TCQ9,O60602,1,0.551219512,0.401555065,0.476387289,0,,,,,,,0,MAGI3,TLR5,0,0,0
Q15459,Q96A11,1,0.551219512,0.401633352,0.476426432,0,,,,,,,0,SF3A1,GAL3ST3,0,0,0
Q15459,P67775,1,0.551219512,0.401554878,0.476387195,0,,,,,,,0,SF3A1,PPP2CA,0,0,0
Q15459,Q8NGU1,1,0.551219512,0.401555114,0.476387313,0,,,,,,,0,SF3A1,OR9A1P,0,0,0
Q15459,Q6QN14,1,0.551219512,0.401554964,0.476387238,0,,,,,,,0,SF3A1,USP17L6P,0,0,0
O76036,O15211,1,0.551219512,0.401554721,0.476387117,0,,,,,,,0,NCR1,RGL2,0,0,0
O76036,Q8TC44,1,0.551219512,0.401555311,0.476387412,0,,,,,,,0,NCR1,POC1B,0,0,0
O76036,Q5MNV8,1,0.551219512,0.401555692,0.476387602,0,,,,,,,0,NCR1,FBXO47,0,0,0
Q15459,Q9BQA1,1,0.824390244,0.401530633,0.612960438,0,,,,,,,0,SF3A1,WDR77,0,0,0
Q15459,Q8WWZ8,1,0.551219512,0.401555112,0.476387312,0,,,,,,,0,SF3A1,OIT3,0,0,0
O76036,H7BZ55,1,0.52195122,0.40160288,0.46177705,0,,,,,,,0,NCR1,CROCC2,0,0,0
O76036,Q8TB24,1,0.52195122,0.401603084,0.461777152,0,,,,,,,0,NCR1,RIN3,0,0,0
O76036,Q13495,1,0.551219512,0.401554937,0.476387225,0,,,,,,,0,NCR1,MAMLD1,0,0,0
O76036,Q58F21,1,0.52195122,0.401603031,0.461777125,0,,,,,,,0,NCR1,BRDT,0,0,0
Q15459,Q92966,1,0.551219512,0.40155494,0.476387226,0,,,,,,,0,SF3A1,SNAPC3,0,0,0
O76036,P98077,1,0.526829268,0.401555187,0.464192228,0,,,,,,,0,NCR1,SHC2,0,0,0
O76036,Q9Y4R8,1,0.551219512,0.401554917,0.476387214,0,,,,,,,0,NCR1,TELO2,0,0,0
O76036,Q8NF37,1,0.526829268,0.401554951,0.46419211,0,,,,,,,0,NCR1,LPCAT1,0,0,0
Q86YF9,P0CB48,1,0.551219512,0.401554827,0.47638717,0,,,,,,,0,DZIP1,UBTFL6,0,0,0
Q8WVR3,P82094,1,0.551219512,0.401554718,0.476387115,0,,,,,,,0,TRAPPC14,TMF1,0,0,0
Q8WVR3,Q14507,1,0.551219512,0.401554792,0.476387152,0,,,,,,,0,TRAPPC14,EDDM3A,0,0,0
Q8WVR3,A0A3B3IU46,1,0.551219512,0.401555157,0.476387335,0,,,,,,,0,TRAPPC14,RAMACL,0,0,0
Q15459,Q8IVV7,1,0.551219512,0.401554844,0.476387178,0,,,,,,,0,SF3A1,GID4,0,0,0
Q8WVR3,Q08378,1,0.551219512,0.401554698,0.476387105,0,,,,,,,0,TRAPPC14,GOLGA3,0,0,0
Q8WVR3,Q9BTL3,1,0.551219512,0.401555157,0.476387335,0,,,,,,,0,TRAPPC14,RAMAC,0,0,0
Q15459,P35269,1,0.726829268,0.401307204,0.564068236,0,,,,,,,0,SF3A1,GTF2F1,0,0,0
Q8WVR3,O43290,1,0.741463415,0.401370401,0.571416908,0,,,,,,,0,TRAPPC14,SART1,0,0,0
Q15459,P52272,1,0.726829268,0.401372522,0.564100895,0,,,,,,,0,SF3A1,HNRNPM,0,0,0
P13686,Q76L83,1,0.551219512,0.401633194,0.476426353,0,,,,,,,0,ACP5,ASXL2,0,0,0
P13686,P30101,1,0.72195122,0.40132347,0.561637345,0,,,,,,,0,ACP5,PDIA3,0,0,0
P13686,Q14005,1,0.551219512,0.401633224,0.476426368,0,,,,,,,0,ACP5,IL16,0,0,0
P13686,P62714,1,0.809756098,0.40091379,0.605334944,0,,,,,,,0,ACP5,PPP2CB,0,0,0
P13686,Q96BR5,1,0.726829268,0.401508016,0.564168642,0,,,,,,,0,ACP5,COA7,0,0,0
Q15459,P31271,1,0.52195122,0.401554908,0.461753064,0,,,,,,,0,SF3A1,HOXA13,0,0,0
Q15459,Q15759,1,0.536585366,0.4015552,0.469070283,0,,,,,,,0,SF3A1,MAPK11,0,0,0
Q15459,Q8NCB2,1,0.526829268,0.401554684,0.464191976,0,,,,,,,0,SF3A1,CAMKV,0,0,0
Q15459,O43290,1,0.726829268,0.401646283,0.564237776,0,,,,,,,0,SF3A1,SART1,0,0,0
A6NJV1,P50749,1,0.526829268,0.401555436,0.464192352,0,,,,,,,0,FAM166C,RASSF2,0,0,0
A6NJV1,Q6P1N0,1,0.526829268,0.401633186,0.464231227,0,,,,,,,0,FAM166C,CC2D1A,0,0,0
A6NJV1,Q9P2F9,1,0.526829268,0.401633074,0.464231171,0,,,,,,,0,FAM166C,ZNF319,0,0,0
A6NJV1,Q6IEG0,1,0.536585366,0.401633927,0.469109647,0,,,,,,,0,FAM166C,SNRNP48,0,0,0
A6NJV1,Q8IVP9,1,0.551219512,0.401633354,0.476426433,0,,,,,,,0,FAM166C,ZNF547,0,0,0
A6NJV1,Q9P1V8,1,0.551219512,0.401554652,0.476387082,0,,,,,,,0,FAM166C,SAMD15,0,0,0
A6NJV1,P54278,1,0.551219512,0.401554757,0.476387135,0,,,,,,,0,FAM166C,PMS2,0,0,0
A6NJV1,Q8IXK0,1,0.551219512,0.401554648,0.47638708,0,,,,,,,0,FAM166C,PHC2,0,0,0
Q6T4R5,Q04917,1,0.72195122,0.401321671,0.561636445,0,,,,,,,0,NHS,YWHAH,0,0,0
Q9ULE4,Q12800,1,0.551219512,0.401554686,0.476387099,0,,,,,,,0,FAM184B,TFCP2,0,0,0
Q6T4R5,P17858,1,0.551219512,0.401554682,0.476387097,0,,,,,,,0,NHS,PFKL,0,0,0
Q6T4R5,P35443,1,0.551219512,0.401554755,0.476387134,0,,,,,,,0,NHS,THBS4,0,0,0
Q9ULE4,P13686,1,0.551219512,0.401554796,0.476387154,0,,,,,,,0,FAM184B,ACP5,0,0,0
Q9ULE4,P0DMN0,1,0.526829268,0.401554908,0.464192088,0,,,,,,,0,FAM184B,SULT1A4,0,0,0
Q6T4R5,Q9P2H5,1,0.551219512,0.401555019,0.476387266,0,,,,,,,0,NHS,USP35,0,0,0
Q9ULE4,P50225,1,0.526829268,0.401554922,0.464192095,0,,,,,,,0,FAM184B,SULT1A1,0,0,0
Q6T4R5,Q15437,1,0.551219512,0.401554997,0.476387255,0,,,,,,,0,NHS,SEC23B,0,0,0
Q6T4R5,Q8IZP0,1,0.726829268,0.401321546,0.564075407,0,,,,,,,0,NHS,ABI1,0,0,0
Q6T4R5,O00206,1,0.526829268,0.401555068,0.464192168,0,,,,,,,0,NHS,TLR4,0,0,0
Q6T4R5,Q9Y6Q2,1,0.526829268,0.401554943,0.464192106,0,,,,,,,0,NHS,STON1,0,0,0
P0DMN0,P50225,1,0.858536585,0.400335702,0.629436144,0,,,,,,,0,SULT1A4,SULT1A1,0,0,0
P0DMN0,O75185,1,0.551219512,0.401554851,0.476387182,0,,,,,,,0,SULT1A4,ATP2C2,0,0,0
P0DMN0,Q32M84,1,0.551219512,0.401555054,0.476387283,0,,,,,,,0,SULT1A4,BTBD16,0,0,0
P0DMN0,Q8N9U0,1,0.551219512,0.401554753,0.476387133,0,,,,,,,0,SULT1A4,TC2N,0,0,0
P0DMN0,Q86SS6,1,0.551219512,0.401554837,0.476387175,0,,,,,,,0,SULT1A4,SYT9,0,0,0
P0DMN0,Q76L83,1,0.551219512,0.40155481,0.476387161,0,,,,,,,0,SULT1A4,ASXL2,0,0,0
P0DMN0,Q15777,1,0.819512195,0.400369139,0.609940667,0,,,,,,,0,SULT1A4,MPPED2,0,0,0
P0DMN0,Q14005,1,0.551219512,0.401554862,0.476387187,0,,,,,,,0,SULT1A4,IL16,0,0,0
Q04917,P50749,1,0.780487805,0.401559087,0.591023446,0,,,,,,,0,YWHAH,RASSF2,0,0,0
Q04917,Q53SF7,1,0.76097561,0.401226793,0.581101201,0,,,,,,,0,YWHAH,COBLL1,0,0,0
Q04917,Q6NZY4,1,0.819512195,0.401307664,0.61040993,1,0.015312132,,,,,,0,YWHAH,ZCCHC8,0,0,0
Q04917,Q9P0L2,1,0.72195122,0.40130856,0.56162989,0,,,,,,,0,YWHAH,MARK1,0,0,0
Q04917,Q9NRR6,1,0.72195122,0.401308625,0.561629922,0,,,,,,,0,YWHAH,INPP5E,0,0,0
Q04917,Q9P2M7,1,0.741463415,0.401529311,0.571496363,0,,,,,,,0,YWHAH,CGN,0,0,0
Q04917,Q9Y2J2,1,0.726829268,0.401306649,0.564067959,0,,,,,,,0,YWHAH,EPB41L3,0,0,0
Q04917,O43900,1,0.726829268,0.401307117,0.564068193,0,,,,,,,0,YWHAH,PRICKLE3,0,0,0
Q04917,Q8TC71,1,0.726829268,0.40130703,0.564068149,0,,,,,,,0,YWHAH,SPATA18,0,0,0
Q04917,Q6UUV7,1,0.736585366,0.401541623,0.569063494,0,,,,,,,0,YWHAH,CRTC3,0,0,0
Q04917,Q5T200,1,0.726829268,0.40132123,0.564075249,0,,,,,,,0,YWHAH,ZC3H13,0,0,0
Q04917,Q86XN8,1,0.736585366,0.40152432,0.569054843,0,,,,,,,0,YWHAH,MEX3D,0,0,0
Q04917,P85299,1,0.717073171,0.401323627,0.559198399,0,,,,,,,0,YWHAH,PRR5,0,0,0
Q04917,Q14966,1,0.746341463,0.401530475,0.573935969,0,,,,,,,0,YWHAH,ZNF638,0,0,0
Q04917,Q7L804,1,0.746341463,0.401394115,0.573867789,0,,,,,,,0,YWHAH,RAB11FIP2,0,0,0
Q04917,O15530,1,0.804878049,0.401307368,0.603092708,0,,,,,,,0,YWHAH,PDPK1,0,0,0
Q04917,O75167,1,0.780487805,0.401407381,0.590947593,0,,,,,,,0,YWHAH,PHACTR2,0,0,0
Q04917,O96013,1,0.741463415,0.401529672,0.571496543,0,,,,,,,0,YWHAH,PAK4,0,0,0
Q04917,Q5TB80,1,0.731707317,0.401321526,0.566514422,0,,,,,,,0,YWHAH,CEP162,0,0,0
Q04917,Q6P1L5,1,0.775609756,0.401410584,0.58851017,0,,,,,,,0,YWHAH,FAM117B,0,0,0
Q04917,O15056,1,0.726829268,0.401306416,0.564067842,1,0.094228504,,,,,,0,YWHAH,SYNJ2,0,0,0
Q04917,Q9GZU8,1,0.726829268,0.402014329,0.564421799,1,0.016489988,,,,,,0,YWHAH,PSME3IP1,0,0,0
Q04917,P21580,1,0.726829268,0.401306629,0.564067949,0,,,,,,,0,YWHAH,TNFAIP3,0,0,0
Q04917,Q15648,1,0.824390244,0.40130605,0.612848147,0,,,,,,,0,YWHAH,MED1,0,0,0
Q04917,Q15643,1,0.746341463,0.401530433,0.573935948,0,,,,,,,0,YWHAH,TRIP11,0,0,0
Q04917,Q92622,1,0.726829268,0.401306466,0.564067867,1,0.049469965,,,,,,0,YWHAH,RUBCN,0,0,0
Q04917,P62714,1,0.829268293,0.401373331,0.615320812,0,,,,,,,0,YWHAH,PPP2CB,0,0,0
Q04917,O95994,1,0.726829268,0.400847074,0.563838171,1,0.017667845,,,,,,0,YWHAH,AGR2,0,0,0
Q04917,Q9H6H4,1,0.726829268,0.4018562,0.564342734,0,,,,,,,0,YWHAH,REEP4,0,0,0
Q04917,Q15276,1,0.746341463,0.401393485,0.573867474,0,,,,,,,0,YWHAH,RABEP1,0,0,0
Q8N136,P60411,1,0.52195122,0.401507049,0.461729134,0,,,,,,,0,DAW1,KRTAP10-9,0,0,0
Q8N136,O94989,1,0.536585366,0.401633169,0.469109268,0,,,,,,,0,DAW1,ARHGEF15,0,0,0
Q8N136,O43463,1,0.804878049,0.401100024,0.602989037,0,,,,,,,0,DAW1,SUV39H1,0,0,0
Q9ULE4,Q8N9U0,1,0.526829268,0.401633029,0.464231148,0,,,,,,,0,FAM184B,TC2N,0,0,0
Q9ULE4,Q86SS6,1,0.551219512,0.401554658,0.476387085,0,,,,,,,0,FAM184B,SYT9,0,0,0
O95157,Q92541,1,0.551219512,0.401633086,0.476426299,0,,,,,,,0,NXPH3,RTF1,0,0,0
O95157,Q8TF50,1,0.526829268,0.401554959,0.464192113,0,,,,,,,0,NXPH3,ZNF526,0,0,0
O95157,Q8IU60,1,0.72195122,0.400786326,0.561368773,0,,,,,,,0,NXPH3,DCP2,0,0,0
Q9NRZ9,Q8IXW5,1,0.726829268,0.401306645,0.564067957,0,,,,,,,0,HELLS,RPAP2,0,0,0
Q9NRZ9,Q9H6T3,1,0.726829268,0.401307195,0.564068232,0,,,,,,,0,HELLS,RPAP3,0,0,0
Q9NRZ9,Q99788,1,0.726829268,0.401456385,0.564142826,0,,,,,,,0,HELLS,CMKLR1,0,0,0
Q9NRZ9,Q8NHV4,1,0.72195122,0.401443427,0.561697323,0,,,,,,,0,HELLS,NEDD1,0,0,0
Q9NRZ9,Q9ULW0,1,0.726829268,0.401415799,0.564122533,0,,,,,,,0,HELLS,TPX2,0,0,0
Q9ULE4,Q8IUF8,1,0.551219512,0.401632849,0.476426181,0,,,,,,,0,FAM184B,RIOX2,0,0,0
P26441,O75716,1,0.72195122,0.40144332,0.56169727,0,,,,,,,1,CNTF,STK16,0,0,0
Q9ULE4,Q9HB89,1,0.551219512,0.401554803,0.476387157,0,,,,,,,0,FAM184B,NMUR1,0,0,0
Q9ULE4,P58417,1,0.526829268,0.401554923,0.464192095,0,,,,,,,0,FAM184B,NXPH1,0,0,0
Q8TF09,Q8WXA9,1,0.52195122,0.401555233,0.461753226,0,,,,,,,0,DYNLRB2,SREK1,0,0,0
Q9ULE4,A7MCY6,1,0.551219512,0.401554706,0.476387109,0,,,,,,,0,FAM184B,TBKBP1,0,0,0
Q5T0F9,Q2TBA0,1,0.726829268,0.401306722,0.564067995,0,,,,,,,0,CC2D1B,KLHL40,0,0,0
Q5T0F9,Q14203,1,0.726829268,0.401321697,0.564075482,0,,,,,,,0,CC2D1B,DCTN1,0,0,0
Q5T0F9,A0A075B6I0,1,0.526829268,0.401554879,0.464192074,0,,,,,,,0,CC2D1B,IGLV8-61,0,0,0
Q5T0F9,Q5JQF8,1,0.526829268,0.401554921,0.464192095,0,,,,,,,0,CC2D1B,PABPC1L2B,0,0,0
Q5T0F9,A0A0K0K1G6,1,0.526829268,0.401554814,0.464192041,0,,,,,,,0,CC2D1B,TRBV10-3,0,0,0
Q5T0F9,Q8TAC1,1,0.526829268,0.401554949,0.464192109,0,,,,,,,0,CC2D1B,RFESD,0,0,0
Q5T0F9,P85299,1,0.526829268,0.401554861,0.464192065,0,,,,,,,0,CC2D1B,PRR5,0,0,0
Q5T0F9,Q9BT43,1,0.526829268,0.401554877,0.464192073,0,,,,,,,0,CC2D1B,POLR3GL,0,0,0
Q5T0F9,Q5VYY1,1,0.526829268,0.401555002,0.464192135,0,,,,,,,0,CC2D1B,ANKRD22,0,0,0
Q5T0F9,Q6UWW0,1,0.551219512,0.401554687,0.476387099,0,,,,,,,0,CC2D1B,LCN15,0,0,0
Q5T0F9,Q9NW07,1,0.526829268,0.4015548,0.464192034,0,,,,,,,0,CC2D1B,ZNF358,0,0,0
Q5T0F9,Q12972,1,0.551219512,0.401554653,0.476387083,0,,,,,,,0,CC2D1B,PPP1R8,0,0,0
P50749,Q6P1N0,1,0.526829268,0.401554787,0.464192028,0,,,,,,,0,RASSF2,CC2D1A,0,0,0
P50749,Q02297,1,0.526829268,0.401555059,0.464192163,0,,,,,,,0,RASSF2,NRG1,0,0,0
P50749,Q7Z7B0,1,0.551219512,0.401554676,0.476387094,0,,,,,,,0,RASSF2,FILIP1,0,0,0
P50749,Q13188,1,0.804878049,0.401306764,0.603092406,0,,,,,,,0,RASSF2,STK3,0,0,0
P50749,Q9P1V8,1,0.536585366,0.401554852,0.469070109,0,,,,,,,0,RASSF2,SAMD15,0,0,0
P50749,O15381,1,0.551219512,0.401554657,0.476387085,0,,,,,,,0,RASSF2,NVL,0,0,0
P50749,P54278,1,0.551219512,0.401554774,0.476387143,0,,,,,,,0,RASSF2,PMS2,0,0,0
P50749,O75665,1,0.746341463,0.401530333,0.573935898,0,,,,,,,0,RASSF2,OFD1,0,0,0
Q9ULE4,Q8IY51,1,0.551219512,0.401554595,0.476387054,0,,,,,,,0,FAM184B,TIGD4,0,0,0
P50749,P36957,1,0.834146341,0.401306659,0.6177265,0,,,,,,,0,RASSF2,DLST,0,0,0
P50749,O43463,1,0.804878049,0.40138181,0.60312993,0,,,,,,,1,RASSF2,SUV39H1,0,0,0
P50749,Q96BR5,1,0.726829268,0.401321757,0.564075513,0,,,,,,,0,RASSF2,COA7,0,0,0
P50749,Q8IXK0,1,0.551219512,0.401554659,0.476387086,0,,,,,,,0,RASSF2,PHC2,0,0,0
P82094,Q14507,1,0.551219512,0.401554554,0.476387033,0,,,,,,,0,TMF1,EDDM3A,0,0,0
P82094,A0A3B3IU46,1,0.551219512,0.401554694,0.476387103,0,,,,,,,0,TMF1,RAMACL,0,0,0
P82094,Q9Y6Q5,1,0.736585366,0.401517343,0.569051354,0,,,,,,,0,TMF1,AP1M2,0,0,0
P82094,Q96RP8,1,0.551219512,0.401554631,0.476387072,0,,,,,,,0,TMF1,KCNA7,0,0,0
P82094,Q96JA4,1,0.551219512,0.401554541,0.476387027,0,,,,,,,0,TMF1,MS4A14,0,0,0
P82094,Q5C9Z4,1,0.551219512,0.401554645,0.476387079,0,,,,,,,0,TMF1,NOM1,0,0,0
P82094,Q96ME1,1,0.551219512,0.401554896,0.476387204,0,,,,,,,0,TMF1,FBXL18,0,0,0
P82094,Q08378,1,0.551219512,0.401554691,0.476387102,0,,,,,,,0,TMF1,GOLGA3,0,0,0
P82094,Q14500,1,0.551219512,0.401554611,0.476387062,0,,,,,,,0,TMF1,KCNJ12,0,0,0
Q9ULE4,Q9P2N2,1,0.551219512,0.401554691,0.476387101,0,,,,,,,0,FAM184B,ARHGAP28,0,0,0
P82094,Q9BTL3,1,0.551219512,0.401554694,0.476387103,0,,,,,,,0,TMF1,RAMAC,0,0,0
P82094,Q13188,1,0.551219512,0.401554644,0.476387078,0,,,,,,,0,TMF1,STK3,0,0,0
P82094,Q5T5S1,1,0.751219512,0.401226027,0.57622277,0,,,,,,,0,TMF1,CCDC183,0,0,0
P82094,Q969J2,1,0.551219512,0.401554582,0.476387047,0,,,,,,,0,TMF1,ZKSCAN4,0,0,0
P82094,Q7Z4V0,1,0.551219512,0.401554683,0.476387098,0,,,,,,,0,TMF1,ZNF438,0,0,0
P82094,Q99727,1,0.551219512,0.40155459,0.476387051,0,,,,,,,0,TMF1,TIMP4,0,0,0
P82094,Q9GZX5,1,0.551219512,0.401554654,0.476387083,0,,,,,,,0,TMF1,ZNF350,0,0,0
Q9ULZ2,P05549,1,0.526829268,0.401555187,0.464192227,0,,,,,,,0,STAP1,TFAP2A,0,0,0
P82094,Q8NHV4,1,0.551219512,0.401554656,0.476387084,0,,,,,,,0,TMF1,NEDD1,0,0,0
P82094,P35680,1,0.551219512,0.401554901,0.476387207,0,,,,,,,0,TMF1,HNF1B,0,0,0
P82094,Q494V2,1,0.551219512,0.401554843,0.476387178,0,,,,,,,0,TMF1,CFAP100,0,0,0
P82094,P39023,1,0.551219512,0.401554919,0.476387215,0,,,,,,,0,TMF1,RPL3,0,0,0
Q9Y4K4,O75688,1,0.726829268,0.401307506,0.564068387,0,,,,,,,0,MAP4K5,PPM1B,0,0,0
Q9ULZ2,P50225,1,0.726829268,0.401991452,0.56441036,0,,,,,,,0,STAP1,SULT1A1,0,0,0
P50225,P12755,1,0.526829268,0.401554824,0.464192046,0,,,,,,,0,SULT1A1,SKI,0,0,0
P50225,O75185,1,0.551219512,0.401554699,0.476387106,0,,,,,,,0,SULT1A1,ATP2C2,0,0,0
P50225,Q32M84,1,0.551219512,0.40155521,0.476387361,0,,,,,,,0,SULT1A1,BTBD16,0,0,0
P50225,Q9UJ78,1,0.551219512,0.401554812,0.476387162,0,,,,,,,0,SULT1A1,ZMYM5,0,0,0
P50225,Q6IMI6,1,0.726829268,0.401383202,0.564106235,0,,,,,,,0,SULT1A1,SULT1C3,0,0,0
P50225,Q86SS6,1,0.52195122,0.401555045,0.461753132,0,,,,,,,0,SULT1A1,SYT9,0,0,0
P50225,Q5HYK7,1,0.551219512,0.401554745,0.476387129,0,,,,,,,0,SULT1A1,SH3D19,0,0,0
P50225,Q76L83,1,0.551219512,0.401554614,0.476387063,0,,,,,,,0,SULT1A1,ASXL2,0,0,0
P50225,Q9BQN1,1,0.551219512,0.401554891,0.476387201,0,,,,,,,0,SULT1A1,FAM83C,0,0,0
P50225,Q15293,1,0.72195122,0.401308096,0.561629658,0,,,,,,,0,SULT1A1,RCN1,0,0,0
P50225,Q9BYQ4,1,0.52195122,0.401371879,0.461661549,0,,,,,,,0,SULT1A1,KRTAP9-2,0,0,0
P50225,Q9Y6F1,1,0.551219512,0.401554862,0.476387187,0,,,,,,,0,SULT1A1,PARP3,0,0,0
P50225,Q8N468,1,0.526829268,0.401555462,0.464192365,0,,,,,,,0,SULT1A1,MFSD4A,0,0,0
P50225,P60411,1,0.52195122,0.401664996,0.461808108,0,,,,,,,0,SULT1A1,KRTAP10-9,0,0,0
P50225,Q9UBT2,1,0.736585366,0.401585159,0.569085263,0,,,,,,,0,SULT1A1,UBA2,0,0,0
P50225,Q14005,1,0.551219512,0.401554611,0.476387061,0,,,,,,,0,SULT1A1,IL16,0,0,0
O15263,P51684,1,0.834146341,0.401306321,0.617726331,0,,,,,,,0,DEFB4B,CCR6,0,0,0
O15263,O00206,1,0.834146341,0.401306132,0.617726237,0,,,,,,,0,DEFB4B,TLR4,0,0,0
Q9ULZ2,Q02297,1,0.526829268,0.401633303,0.464231286,0,,,,,,,0,STAP1,NRG1,0,0,0
Q14507,Q13127,1,0.526829268,0.401681126,0.464255197,0,,,,,,,0,EDDM3A,REST,0,0,0
Q9ULZ2,Q9P2F9,1,0.526829268,0.401633301,0.464231285,0,,,,,,,0,STAP1,ZNF319,0,0,0
Q14507,Q969J2,1,0.551219512,0.401632825,0.476426169,0,,,,,,,0,EDDM3A,ZKSCAN4,0,0,0
Q14507,Q7Z4V0,1,0.551219512,0.401632994,0.476426253,0,,,,,,,0,EDDM3A,ZNF438,0,0,0
Q9ULZ2,Q7Z7B0,1,0.551219512,0.401632787,0.47642615,0,,,,,,,0,STAP1,FILIP1,0,0,0
Q14507,Q9GZX5,1,0.551219512,0.401632936,0.476426224,0,,,,,,,0,EDDM3A,ZNF350,0,0,0
Q14507,Q2MV58,1,0.76097561,0.401304872,0.581140241,0,,,,,,,0,EDDM3A,TCTN1,0,0,0
Q14507,P35680,1,0.551219512,0.401632837,0.476426174,0,,,,,,,0,EDDM3A,HNF1B,0,0,0
Q14507,Q494V2,1,0.526829268,0.401633178,0.464231223,0,,,,,,,0,EDDM3A,CFAP100,0,0,0
Q14507,Q8NCX0,1,0.551219512,0.401633053,0.476426282,0,,,,,,,0,EDDM3A,CCDC150,0,0,0
Q14507,Q8IY85,1,0.526829268,0.401602854,0.464216061,0,,,,,,,0,EDDM3A,EFCAB13,0,0,0
Q14507,Q15276,1,0.551219512,0.401554625,0.476387069,0,,,,,,,0,EDDM3A,RABEP1,0,0,0
Q14507,P54886,1,0.551219512,0.401632831,0.476426171,0,,,,,,,0,EDDM3A,ALDH18A1,0,0,0
Q86YF9,Q93097,1,0.536585366,0.401554746,0.469070056,0,,,,,,,0,DZIP1,WNT2B,0,0,0
Q9H093,O95104,1,0.551219512,0.401554883,0.476387197,0,,,,,,,0,NUAK2,SCAF4,0,0,0
