uidA,uidB
P02452,Q5T1N1
P34972,Q8IXS0
A0A0C4DH35,P17612
O75064,Q9BQB4
P19838,Q8IYL3
P17612,Q5BVD1
P02751,Q13825
A0A0K0K1C0,P12524
O14948,P10415
A0PJW8,P04637
A6NDP7,P04198
P10451,P46019
P10275,Q8IUY3
A0A0A6YYK4,Q04206
P04198,Q8N8W4
P04629,Q53S08
P0CI01,P43235
Q9Y2D4,Q9Y4K3
P04004,P51570
P06401,Q96A08
P29474,Q9Y5H1
P18075,P43627
P20908,Q9GZZ0
P28482,Q6ZQT7
P42574,Q6NVY1
A4D1S5,P42574
P04198,P14618
P0DMQ9,Q9Y4K3
P05997,Q6PK04
P19838,Q6ZRT6
P28482,Q8N4F4
P05412,Q01628
O15013,Q9Y4K3
A8MTW9,P34972
P28482,Q9NR77
P04629,Q8TAP4
P02751,P31314
P02751,Q14137
P05997,Q00536
P35354,Q9BYB4
P49841,Q8IXH8
P49841,Q7Z429
P01106,Q6ZS46
P02818,Q5SSQ6
Q9NSK7,Q9UNN8
P02461,Q9H799
Q9UIV8,Q9Y4K3
P41180,Q9GZK4
P04004,Q9H6F5
P18075,Q96DC7
P02452,Q13635
P18075,P48023
P02452,Q9BRL6
P04198,Q92504
P06401,Q96MT1
O14788,Q96QF7
A2A2V5,O14788
P04198,Q8NGY6
P08123,Q9BRQ3
Q16539,Q5EBN2
P04198,Q15345
O15381,P06401
P02652,P35354
P01258,P60323
P31749,Q86VD7
O43361,P29474
P17612,Q3SY84
P07333,P18031
P07333,Q9BV40
P0CB38,Q9UNN8
P01106,Q8WXE0
P28482,Q8IUB5
P20908,P98171
B5MCN3,P31749
P42574,Q9P015
P31749,Q05940
P12931,Q9Y6W6
P17612,Q8N0X4
O14788,Q9NXE8
O75841,P10415
P04198,Q14119
P06401,Q58F21
P01358,P17612
P34972,Q01196
P31749,Q9UBE8
P43235,Q7Z6B7
P43235,Q96MB7
P17612,Q6GPH4
O00330,P02751
P42574,Q8NEZ4
A6NCI4,Q04206
P34972,Q5NUL3
P0C7P3,P29474
P28482,Q9UKV0
P32245,Q9Y4K3
P02751,P57103
O95671,P10451
P04637,Q9Y6Q1
P04637,Q9NWW5
P02818,Q9UKD1
P20908,Q8WXF7
P10415,Q3C1V0
P08123,P41181
P17612,Q6UXR8
P05997,P15812
P01106,Q86YB7
P34972,Q96DZ5
P04004,Q7Z4W3
P12643,Q16650
P04637,Q06455
P14317,P19838
P12643,Q8WXD2
O60774,P04198
A6NGQ2,Q9UNN8
A6NNP5,P04629
P18075,Q9BXA9
P12643,Q33E94
P10451,Q9H0A3
A4FU69,P01106
P02818,Q14320
O14788,Q9UBI9
Q8IYX3,Q9UNN8
P05997,P25054
O15056,Q16539
P04198,Q96HA7
P01106,Q6ZN57
A1KZ92,P49841
P42574,Q86XA0
P14784,P35354
P04198,Q16288
P18075,Q07820
P12524,Q2M2I5
P12643,P46779
P23219,Q8TAL5
P20908,Q5EG05
P04198,P17516
Q16539,Q86Y56
O94823,Q9UNN8
Q8NBK3,Q9Y4K3
P04004,Q9NSI6
P10451,P56730
P35354,Q5VUD6
P12931,Q69YZ2
O75897,P02461
Q9Y4K3,Q9Y617
A6NJG6,P04198
A6NK02,P23219
P35354,Q9NNX1
P02452,Q969R2
P29474,P55774
P25940,Q15436
P34972,P35626
O75908,P29474
A4D126,P28482
P02751,Q9BU23
P34972,Q8WU17
P02751,P57060
P04198,Q9NZ71
P35354,Q8N386
P29474,Q9HC36
P35354,Q12882
P12643,Q12905
P43235,Q9UBX0
P04198,P11172
P12524,P62491
P04629,Q9NQR1
Q96EM0,Q9BQB4
P02461,Q13094
Q6ZQY3,Q9BQB4
P10275,Q8NHC5
P35354,Q499Z4
O14495,P25940
P10415,Q2TV78
P25940,Q9NZF1
P04198,Q96KF7
P34972,Q13426
P28482,Q8IZP1
P05997,Q9GZY0
P49841,Q99536
O95613,P02818
P07333,Q8N3R3
A7KAX9,P05997
P10275,P16401
P18075,Q14990
P07333,P39023
P11908,P12524
P04198,P17787
A0A0A0MT94,P10275
Q04206,Q5T754
P05412,Q9BY77
P04198,Q8WVM7
P20908,P31639
A6NI79,P07333
O00712,P01106
P41180,Q8N239
O14788,Q8N8E3
P18075,Q075Z2
P04629,Q9BTV4
P01258,Q96HW7
P10451,Q8WYN0
P02452,Q01892
A0A0B4J263,P18075
P08123,Q6UX53
P04629,Q13515
P12524,Q9UN79
P07333,Q494R0
B4DX44,P02818
P02818,Q4LE39
P04004,Q15699
Q9BQB4,Q9BXW9
L0R8F8,Q9Y4K3
P08123,Q9BXU9
P12643,P36959
P20908,Q702N8
O60412,Q9Y4K3
P47871,Q9Y4K3
P25940,Q16181
O95793,P10275
P07333,Q6ZUX7
P04637,Q9BY71
P0C7V9,Q9UNN8
P20908,Q5VIR6
P23219,Q15049
P31749,Q8WU43
P02818,Q15388
P04198,Q96QZ7
Q9BQB4,Q9BYG7
P05412,P0DP07
P42772,Q9UNN8
P41180,Q9NQZ5
P10415,Q9C0D2
O00410,Q04206
P22736,Q9BQB4
P04637,P35372
O15145,P04629
O95600,P35354
Q86SI9,Q9UNN8
P01106,Q8N2U9
O75493,P35354
P00519,P10415
P23219,Q9BRT2
P05412,Q9UQN3
P06400,Q16539
P18075,Q9Y316
Q96T37,Q9BQB4
P35354,Q5VZ19
A0A578,P18075
P02452,Q9BYD5
P41180,Q70IA6
O15083,P02452
P01106,Q8WWZ8
P02452,P11245
P19838,Q8N6F7
Q16539,Q6UWY2
P01258,Q9UQB3
P02751,P17987
A0A1B0GTJ6,P17612
P02751,Q8IZ07
P01594,P42574
P02751,P32019
A6NM28,P04629
P07333,Q96KT0
A6NK59,P02751
P04004,Q5HYK9
P04629,Q8WV22
P05412,Q96JZ2
P35548,Q9BQB4
P08123,Q96QU1
P17612,P47710
P29474,Q8WTU2
P0C880,P10415
P10451,Q9Y5P6
P05997,Q6VB84
P10620,Q16539
O43490,P03372
P03372,P14770
P01106,Q86UF1
P12524,Q9Y5P1
P01258,P05108
P02751,Q9NQE7
P02751,Q9NR20
A6NGH7,P41180
P08123,Q6DRA6
P05412,Q9UBI6
P47888,Q9BQB4
Q5F1R6,Q9Y4K3
Q04206,Q8WW35
P10415,Q15274
O14788,Q9UHN1
P10275,Q8WXA2
P35236,P49841
P04004,Q71RH2
P18075,P19484
Q8WU76,Q9UNN8
P18075,Q8NBS3
O94906,P34972
P02751,P16885
P04637,P51160
Q16539,Q9H9G7
P25940,P50416
O00622,P41180
O60431,P12643
O14686,P10451
P42574,P48735
O43310,P19838
P04198,Q8NDA8
O14788,P10828
P02461,Q9H0W8
P04004,Q9UPY8
P01106,P58513
P34972,Q5SZK8
P04637,P40189
P04198,P78562
Q04206,Q6PDB4
P10415,Q9UM07
P19957,P42574
P29474,Q6UXA7
P43235,Q6NUN0
A0A075B6T6,P01258
P31749,P60412
P0C7M8,P29474
O95208,P28482
P19838,Q9C056
P02751,Q6NTE8
P12931,Q92616
P13489,P17612
P19838,Q8IUW5
P20908,Q5TA78
C9JLJ4,Q9BQB4
O95389,P07333
Q14938,Q16539
A7KAX9,P10451
P35354,Q9BRS8
P49841,Q9NVF7
P34972,Q6ZMT4
Q8N365,Q9UNN8
P07333,Q96A46
P42574,P59074
P29474,Q9NT62
P08123,P16619
O43511,P28482
P12524,P78543
P02751,Q96S90
P02818,P18206
A0A0B4J271,P12524
A8K830,P02452
P49841,Q9NPB6
O43709,P31749
O43427,P43235
Q96G61,Q9BQB4
P35354,Q6ZNI0
P29474,Q5JSL3
P17612,Q7RTV3
P43235,Q9Y5J9
P23219,Q9NXG0
A6NHC0,P04637
P12524,Q8TBB0
Q9NRD1,Q9UNN8
Q16539,Q86YW0
P01258,P14672
Q8TBZ9,Q9UNN8
P10275,Q8NGZ6
P31749,Q14993
P31749,Q9BXK1
P02751,Q8N398
P35354,P58062
P43235,Q9HC23
P10275,Q6L9T8
P18075,Q9NV58
P34972,Q8HWS3
P04629,Q92629
P19838,Q9UH73
P20908,Q8NFK1
P12931,Q16696
P07333,Q8N9P0
O43159,Q16539
A8MXV6,P07333
P10415,Q5VYY1
P04004,Q96L15
P41180,Q9BTV6
O14604,P29474
P10275,Q9NYB0
P31749,Q8TEU7
P04637,Q13018
P06401,Q9BS26
P06730,P29474
P04746,P34972
P03372,Q9HA65
P10415,Q8NEQ5
O14788,O14813
Q04206,Q6ZNJ1
O14520,P06401
Q9H3H3,Q9Y4K3
P00915,P02818
O95013,P25940
Q8TCH9,Q9Y4K3
P02751,Q16637
O95178,P06401
P10451,Q6P1R3
P12524,Q68DX3
O14791,Q04206
P04629,Q9BWQ8
O00716,Q9Y4K3
P25940,Q96AE4
P19838,Q9Y252
O75663,P49841
O15041,P12931
O15550,P12524
A5PL33,P04629
P25940,Q86VB7
E7ETH6,P17612
P12931,Q9BQ69
P04004,Q6GYQ0
P10275,P18505
P02461,Q8N5Y2
P0C7X2,P34972
P02452,P07996
P34972,Q9BUV0
O75365,P03372
P05997,Q13574
P13378,P25940
P05111,P29474
P10451,Q96KP4
Q9BQB4,Q9Y6Z7
P41180,Q9BZF1
P05412,Q14088
P03372,P61163
P0C862,Q04206
P00739,P01258
P34972,Q13591
P03372,Q9Y236
P04198,Q9UQL6
P12643,P35908
P10451,Q9Y5A6
P19838,P52429
P18075,Q8NEV4
P01258,Q9HCN3
A6NJZ7,P02751
P20908,Q9P0N8
P04637,Q8N7M0
P52746,Q16539
Q04206,Q14943
P43235,Q8WW52
P17612,Q9Y2H5
P40197,P42574
P42574,Q8N6Y2
P04198,P59022
P02452,Q9UBU8
P23219,Q86WR0
P19838,Q15561
P04198,Q6IPW1
A1L188,P01106
P23219,Q13641
P04629,P0CK96
Q8N8Q8,Q9UNN8
P12643,Q9Y3C4
P41180,Q92499
P05412,P43629
P20908,Q96LW2
Q04206,Q6ZMV9
P01258,Q96N22
P34972,Q99853
Q01740,Q9UNN8
P10415,P30086
P02452,Q14574
P42574,Q9Y585
P10451,Q5T7B8
P49841,Q96A58
P28482,P55103
P04629,Q8N8N7
P78406,Q9UNN8
P04637,Q8WXX5
P41180,Q8NDW8
P0C628,P10451
P02461,Q86Y97
Q9BQB4,Q9NZ20
Q16539,Q5T3I0
P05997,Q8IY95
P12524,Q49AR2
P04637,Q14147
P23219,Q7Z4F1
A0A183,P28482
P04001,Q9Y4K3
Q8WXU2,Q9Y4K3
P0CW23,P10451
P12931,Q9Y6M5
O95279,P20908
P05997,P35579
P28482,Q7Z7D3
P01106,P05161
O95858,P12931
P04637,Q9BZW4
P19838,Q9NRJ2
P19838,P56693
P25940,Q8TB36
O14788,Q99418
P10451,Q6GTX8
P25800,P41180
P07333,Q86VR2
A6NH13,Q9Y4K3
P01106,Q6ZSC3
P01258,P0DP58
P11279,P49841
P35354,P48553
P05997,Q5VT03
P12524,Q86SH2
P31749,Q8IUM7
P42574,Q9HC38
O15260,P07333
Q8WUR7,Q9BQB4
A6NKD2,Q16539
O60336,P28482
Q04206,Q2MKA7
C9JCN9,P02818
P19838,P58004
P35354,P52738
P02452,Q14CZ7
A8MYA2,P05997
O43763,P01258
P12931,Q9Y6W3
P43235,Q9BZ98
P01033,P03372
P43235,Q71F78
D6RGX4,P02452
P05412,Q8NDH3
P10451,Q99929
O75364,P23219
P19838,Q14114
P02452,Q9BZ71
P02461,Q9HBD1
P29474,Q9HB40
P04637,Q8IYJ0
O75164,Q16539
P10275,Q8N2G4
P12524,Q6UXQ4
O14788,P58317
P08123,Q7L2J0
Q16539,Q5VU43
P0DN37,P23219
P23219,Q96LP6
P02818,Q9Y3U8
P04198,Q9NQS3
Q9BQB6,Q9Y4K3
P10415,Q5JS37
F5GYI3,O14788
P05412,Q13572
A0JD36,Q16539
P04004,Q6UXP3
P07333,Q9H0B3
P35354,Q8NCG7
P0DQW1,Q16539
P03372,P59990
P01258,Q9Y6H6
O60318,Q9BQB4
P10451,Q86VX9
P35354,Q9P2L0
P23219,Q86VN1
P29474,Q12866
P18075,Q8IUC0
O76021,P34972
P03372,Q96DT6
P02452,Q9Y4R8
Q9UJ68,Q9UNN8
P03372,Q8NGJ4
P35354,P57789
O76087,P05412
O43150,P01258
P06401,Q14994
Q9BQB4,Q9BXC9
P04004,Q9BXS4
P02751,Q96JB6
A2A3L6,P17612
P00995,P02452
P01106,Q8WY41
P34972,Q14206
P04637,P28223
A0A075B6I3,P17612
P29474,Q8N377
O00110,P12931
P41180,Q5JVG8
P20908,Q13753
P04637,Q8NI37
A0A0U1RQG5,O14788
P02751,Q9UBM4
P19838,Q15139
P25940,Q96MH7
P43235,Q8NAP3
P02461,Q9H0M4
P42574,Q9H0U6
P04629,P28072
O15527,P04004
P05412,Q96T21
P18859,P41180
P07333,Q9BRR9
P02751,Q96EH8
Q96DU7,Q9UNN8
P31749,Q8NFW9
O75326,P28482
P01258,P01570
P02452,Q9H2M3
P12524,Q6NXP0
P28482,Q00887
P01258,P34896
P02818,Q8WUM0
P23490,P25940
O14529,P05997
Q16539,Q9UBL3
P23219,Q5TKA1
O94850,P42574
P07333,P0C870
P13945,P20908
P49841,Q86UP3
P49841,Q8N7X4
O60353,P19838
P31749,Q96H96
O14524,P05997
Q6ZS92,Q9BQB4
P31749,Q7KYR7
P08123,Q5T742
P41238,P43235
O15090,P31749
P41180,Q9NU19
P31749,Q5CZ79
Q9BQB4,Q9H336
A8MTY0,P01258
P01106,Q9BSF0
P28482,Q8NGI9
O95238,P35354
P02743,P07333
P02452,P55000
P23219,Q5VWM3
O95299,P12931
P02751,P11310
A6NE82,P19838
P35354,Q53QZ3
P15382,P43235
P41180,Q9Y487
P15153,Q04206
P23219,P62807
P31749,Q6ZNB5
P10451,P62753
P10415,Q8NGA8
P12524,P32929
Q9BQB4,Q9Y600
O94955,P07333
P18075,Q969L4
A8MYZ5,P02461
P35354,Q9NP91
P12524,Q9UQP3
Q16539,Q9H2W1
P01258,P52435
P19838,Q6XR72
P43235,Q9HAT1
P17612,Q8WXB4
P25940,Q9C0C4
P02751,P12074
P10415,Q8TD91
P10451,Q9UK33
P12524,Q14149
P28482,Q8N6U2
P23219,P59037
P43235,Q6UXX9
O00233,P10275
P01258,Q9Y4F3
P12643,Q9P2J3
P42574,Q96QU1
P10163,P35354
P08123,Q14839
P41180,Q96NI8
P01106,Q6ZN30
P04637,Q9UBB6
P29474,Q8NBN7
P04629,Q7L8A9
P05412,Q9HCC0
P10415,Q8N149
Q86XK7,Q9BQB4
P48552,Q9Y4K3
P01106,Q86XI2
P31749,Q969V4
P20908,Q9NVF9
P28482,P49915
P04004,P53611
A0A0B4J2F2,P20908
P29474,P54821
P28482,Q6PEY2
P10451,P31415
P02751,Q96K12
O14788,P11047
Q96EP5,Q9BQB4
P08123,Q86YJ6
P12931,Q9H6S3
Q460N5,Q9BQB4
P12643,P26038
P20908,P55082
P34972,Q8WXA2
P18075,Q86TN4
P02818,Q6UWV7
A0A3B3IT33,Q04206
Q86SM8,Q9UNN8
P29474,Q9UKM7
Q3ZCV2,Q9Y4K3
O95715,P34972
P05412,Q8IVJ8
P02751,Q9NUS5
P0DSN7,P19838
P02751,P41225
P35354,Q9NY72
P05997,Q5TEC3
P02452,Q8TD10
P02461,Q9Y365
A0A1W2PPH5,P10415
P29474,P33032
P12931,Q9P2M7
P04198,P27815
P18075,Q58EX7
P05997,Q8IYV9
P10415,Q6ZN04
P10451,Q8TCZ7
P02751,Q6PGQ7
O15442,P10451
O43169,Q9BQB4
P05997,Q96HJ9
P02461,Q9P225
P01009,P20908
P04629,Q9UPZ6
P04004,P52895
P23219,Q8N693
P03372,P49901
P10415,Q6QN14
O00189,O14788
A8MTA8,P23219
A4GXA9,Q04206
A1L443,P04637
P35354,Q8IYI0
P05412,Q9BSK0
P01258,Q5VWJ9
P06401,Q6UWF7
P04637,Q6SZW1
O14788,Q5HYI7
O75095,P04637
P0DSN7,Q9BQB4
P23219,Q9H3S7
A0A0J9YXV3,P02452
Q8TAP6,Q9BQB4
O75578,P43235
P12931,Q96EV8
P05997,P24821
P19838,Q9P2N5
I1YAP6,P49841
P10415,Q8N5A5
P10415,Q96S86
P08123,Q13813
P04629,Q7RTT4
P02452,Q96F85
P06401,Q96T54
P10275,Q96F81
O95239,Q16539
P35354,Q8IXQ3
Q16539,Q8N442
P12643,Q8N4C6
O14581,P42574
P02818,Q1ED39
P01258,P01717
P01824,P17612
P10415,Q5VVP1
O60806,P05997
P17535,P18075
P02818,Q8IYD1
P01258,Q96MH2
P04198,Q5TA45
O15145,Q9Y4K3
Q8NGM9,Q9BQB4
P05997,P51956
P19838,Q86TL0
P01106,Q00266
P12931,Q9NQ86
P07333,Q9BSH3
Q3MIP1,Q9Y4K3
P07333,Q96H22
A6NNX1,P08123
P12931,P20742
P31749,Q13586
O95229,P02751
P16989,P29474
Q7Z3Y9,Q9Y4K3
P11166,P42574
P41180,Q96E11
P19838,Q6ZQY7
O14788,Q6P1M3
P23219,Q8TDM0
P12931,Q9BQS8
P02461,P35410
P10451,Q9NR31
P49841,Q4G0I0
P12643,Q9BXY0
A6NM28,Q9Y4K3
P43235,Q9BV79
P23219,Q9Y535
O14524,P10451
O60645,P01106
P10451,Q9NSQ0
P49841,Q13099
P04637,Q15878
P12643,Q96TA1
P01258,Q8NGK3
P34972,P78524
P03372,Q6UWL6
O00458,Q04206
O14965,P29474
P02452,Q969U7
P35354,P61225
P29474,Q7RTP6
P04198,Q8WVQ1
P07333,Q8NFH8
Q8NHC5,Q9UNN8
P02771,P17612
P27144,Q04206
P04629,Q5W150
P60842,Q16539
H3BR10,P20908
P04179,P23219
P35354,Q6ZU67
P10415,Q96JP2
P12524,P13378
P02818,P55201
P19838,Q8NFJ5
Q9BQB4,Q9UIF3
P02818,Q15651
Q9UKK9,Q9UNN8
P02452,Q99574
P04198,Q6P4R8
P34972,Q9NYB0
P31749,Q9HB03
P0DPH9,P42574
P07333,Q9BZP3
A6NK02,P25940
O14788,Q8WUP2
P35354,Q8NGR5
P18075,Q2KJY2
P02461,Q9H489
P03372,Q96RP9
O95620,P18075
Q16539,Q8TC07
Q9BQB4,Q9ULM0
P10275,Q9Y608
P02818,Q6UXF1
P02751,Q66K79
P05997,Q9GZP0
P43235,Q9H3P2
P01106,P12035
P04637,Q96EP5
P02818,Q96S82
O14657,P04004
A0A0B4J1Y8,P43235
P28482,Q9H7U1
P62875,Q9UNN8
P16519,P20908
P56750,Q16539
P0DOX5,P10415
Q04206,Q9UNN5
O95050,P43235
P31749,Q96MD7
P31749,Q8NH54
P42574,Q9P1P5
A0A0G2JMI3,P35354
P10451,Q5HYN5
Q53FE4,Q9BQB4
O00526,P12931
P01258,P05783
O14498,P03372
P09086,P12524
Q99460,Q9UNN8
P41180,Q9UIE0
P23219,Q6IPR1
P41180,Q8N3S3
P10275,Q15910
P02818,P29536
P02818,Q8N4T8
P08123,Q6UXZ4
P58499,Q9BQB4
P49841,Q9NS82
P10415,Q9UIL8
P04004,Q9BQQ3
P23219,Q9UKE5
A8MUV8,P07333
P02818,Q6IPM2
P78346,Q9BQB4
P03372,Q5I0G3
P04629,Q8NGF3
P07333,Q9BPX1
P01106,Q6ZU64
P25940,Q53GL0
P03372,Q9NUL7
P42574,Q8TAS1
P49841,Q8TC21
P08123,Q9UHG0
P35916,Q9BQB4
P10451,Q6ZUA9
Q04206,Q9H8Y8
P25940,Q4G0S4
P09622,Q04206
P02461,Q9BQ50
O14788,Q9NQZ7
O14788,P02100
O94905,P04637
P31749,Q92536
P25940,Q5TB30
P01106,P10266
O00141,P07333
P49841,Q9Y421
O95273,P08123
P29474,Q9Y5G4
P20908,Q4VC31
P46779,Q16539
P02818,Q8N0X7
P04629,Q9NQI0
P35354,Q13797
O14788,Q499Y3
P25940,Q9Y2E4
P29474,Q03135
P02818,Q96JX3
A0A1W2PPG7,P41180
P01258,Q92730
P05412,Q969T4
P04198,Q15233
P01106,Q8IV76
P18075,Q9UKN8
P43235,Q9HD42
P07359,P41180
P35354,Q9UKK3
P0DPP9,P49841
P06401,Q8IXH7
P08123,Q6NZ36
Q76FK4,Q9BQB4
P01258,Q8IYA2
P35354,Q8TAT8
P05997,P16152
P0C646,P10275
P12643,Q6Y288
P34972,Q9NQT5
P28482,Q01968
P42574,Q68DL7
O60806,P10451
P01308,P04637
P04004,Q4VCS5
P02751,Q14BN4
P02818,Q3MHD2
P41180,Q8N7Q2
A0A0J9YVY3,P20908
P03950,P31749
P42574,Q8IYN0
P02452,P0DUB6
P34972,P35442
P05997,Q15555
P10451,Q99733
P35354,Q9UK76
P04198,Q8NHV9
O60942,P12524
Q99218,Q9Y4K3
P04629,P43034
Q04206,Q2QGD7
O75907,P04004
P10451,Q6RSH7
P28482,Q9BUK0
O43364,P10415
P12643,Q96BN6
P20908,Q4AC94
P18075,Q7L5N1
P05997,Q14914
P01258,Q8IZQ1
Q9UNN8,Q9Y3D9
P04637,Q8WUB8
P29474,Q8NB25
P20908,Q9NYV6
P05997,Q8N393
O43572,P01258
D6REC4,Q04206
P10415,Q96NZ9
P01258,Q9HCG1
A0A1B0GTK5,P01106
Q14973,Q16539
P04004,Q9C0J8
P04085,P05412
P28482,Q96LB3
P10275,Q9UEY8
O15350,P28482
Q16539,Q9ULD2
P49841,Q7Z5A4
P08123,Q9HCU0
P01106,Q8NGD5
P25940,Q96PP8
P01258,Q9Y6Z2
P01106,P22674
P09172,P12931
P04198,Q9HC10
A0AV96,P02818
P12931,Q9UK85
O75417,P04198
Q16539,Q8N8Y5
P07333,Q8N6R1
P07333,Q9H9P8
P0CE67,Q9UNN8
P10451,Q9H6R0
P05412,Q9Y696
P17612,Q8TBE1
O00574,P28482
P03372,P17029
P10275,Q92562
O95409,P19838
P12643,Q9NP97
P02818,P35325
P34972,Q3Y452
P02452,Q6Y2X3
P49238,Q9UNN8
P35354,Q9NZP6
Q6PEY0,Q9UNN8
Q8WUD4,Q9UNN8
O14788,Q9H156
P07333,Q6ZU15
P05141,P17612
O43861,P29474
A6NJQ4,Q16539
P23219,Q96LM5
P04198,Q1W209
A8MWA4,P08123
O43660,P12643
P02461,Q9H6U8
P02751,Q96FE7
Q96KS9,Q9BQB4
P04198,Q6UW56
O15247,P04629
P29474,Q9BU89
A0A804HLA8,P34972
Q16539,Q9UHB4
P01303,P31749
B3EWF7,P04004
P12643,Q9UQR1
P03372,Q9UDY6
P20908,P51787
A0A0A0MS02,P12643
P02751,Q6ZNL6
Q04206,Q8N157
B7Z8K6,P04198
A0A075B6N2,P10275
P43235,Q6IA17
P08123,P55042
P29474,P52594
O43320,P04629
A0A0A0MT89,P12524
Q4V348,Q9UNN8
P24864,P25940
Q13410,Q16539
Q9BXY4,Q9UNN8
P18075,Q9UJ98
P05997,Q9NS40
A6NFN3,P12524
P05997,Q4VXF1
P01116,P02818
P12643,Q93079
P04198,Q8NE62
P41180,Q6ZNR0
P04637,Q9BVS4
P06881,P10451
O60427,P49841
P04637,Q9BWF3
P42574,Q9UNQ2
P40967,Q9BQB4
P35354,Q96SY0
A0A1B0GVT2,P02751
P07333,Q8TEY5
P06731,P10415
P12524,Q9UGK3
P35354,Q6PIZ9
P12524,Q5TEZ5
O60637,P35354
P03372,Q52LG2
P02751,Q8N8G6
P26583,P31749
P10145,P18075
P01106,P0C7W0
O14788,Q8N0Z2
O43791,P07333
P12931,Q8NB14
P20908,Q9BZK8
P10451,Q8N7Z2
P42574,Q8NET4
P12931,Q9BYT5
P04004,Q86UX6
P31749,Q9NQA3
A3KMH1,P05412
P02452,Q9UG01
P31749,Q86W33
O14788,Q9NZJ6
P10275,Q5JUK9
Q9BU89,Q9Y4K3
O94876,P42574
P10415,Q9NWQ4
P04198,Q12824
P43235,Q8IVF5
P02751,P24592
P03372,Q9UHD8
P10275,Q14CN4
P05412,P48551
O75915,P10451
P06401,Q86XK2
Q96Q91,Q9BQB4
P04637,Q15834
P02751,Q9NWC5
P31749,Q3KQV3
P10415,Q9H7P9
P35354,Q8N307
P02751,Q9NX94
P12524,Q14690
P07333,Q6UWH4
P35556,P43235
P18075,P78337
P06401,Q7L0Y3
O60469,P41180
Q4G0X4,Q9Y4K3
O00168,Q16539
P23219,Q4VNC0
A6NM62,O14788
P02818,Q9UJ99
P05412,P11686
P02452,Q96RN1
P10415,P23511
O14497,P34972
P34972,Q3KRB8
P49841,Q2M385
O94772,Q16539
P02751,Q24JQ0
P34972,Q6ZUU3
P01258,Q8IUF8
P42574,Q9Y680
P12931,Q14CX7
O14788,Q8TAP6
P05997,Q9BUU2
Q9Y4K3,Q9Y4P8
P12643,Q9BYE3
P23219,Q5VSD8
P02452,Q0VAA5
P25940,Q8WV16
O43520,Q16539
P02751,Q14774
O14788,Q9NRE2
A1L4L8,P05997
O95073,Q9UNN8
Q16539,Q8NC26
P18075,Q9BTY2
P02751,Q8IY31
P04004,Q9BW66
P17612,Q14003
O14788,Q9H777
P04637,P0C7X1
P30086,P31749
O95214,P04629
P05997,Q2M3C7
P13612,P20908
P23219,Q8IVH8
P10415,Q8WWI5
P12643,Q4VC12
Q86VS8,Q9Y4K3
P31749,Q9NVA4
P10451,P60411
P25940,Q9UG63
P12931,P34910
P04004,P28336
P49747,P49841
P41214,Q9BQB4
P25940,Q5MJ08
O95868,P17612
P23219,Q9BR84
P04114,P34972
P04054,P04198
P07333,Q9H1H1
Q8N4T0,Q9UNN8
O95747,P34972
P41180,Q8NCC5
P01258,P12004
P01258,P78413
O94988,P04004
P10415,Q8N7C4
P06401,Q8N9I9
P08123,P60321
P05997,P59922
P05412,Q9H209
P17612,Q9UGF7
O15482,P06401
P41180,Q8NFZ6
P10451,P35670
P18075,Q9NP86
A1L020,P12931
O76090,P02452
A8MYP8,P34972
O14788,P60827
P31749,Q8TEZ7
A4IF30,P17612
Q04206,Q8NH57
P07333,P11473
P12524,P55196
P07333,Q9UIY3
O14598,P23219
P01567,P29474
P12524,Q9UIV1
O95863,P07333
P02818,P46782
P10451,Q8IXF9
P12524,Q8NGZ3
P01258,Q8TBF2
P04264,P42574
P02751,Q9Y5S1
P08123,Q9Y6N3
P02452,Q93070
P08123,Q5TA89
P29474,Q1RN00
P04629,Q9Y6A5
P34972,Q9Y624
P28482,Q86SZ2
O60437,P19838
P05412,Q86YD1
P18075,P60059
P02461,Q96IR7
P41180,Q9Y5G7
C9JVW0,P01258
O95158,P43235
O60928,P02751
P17812,Q16539
P35354,Q8TE49
P01258,Q9UPW6
Q16539,Q8N3Z6
A0A075B6V5,P28482
A6NDS4,P04198
P20908,Q8WVE6
P04004,Q8NH42
P42574,Q13402
P15260,P43235
O94898,Q9Y4K3
P20908,Q13686
P03372,Q9GZS0
P17612,Q14181
P0C2W1,P42574
P06401,Q12906
P23219,Q96IR2
P08123,Q5JUQ0
P05997,Q15654
P43235,Q8N2I9
P12931,Q8NHR9
Q04206,Q9H0A8
P19838,Q96DU7
P02461,P36551
P41180,Q3B8N5
P06401,Q9C026
P02751,Q8NBP5
Q16539,Q9Y5E6
Q8IYA8,Q9BQB4
P01106,Q8NDH2
P31749,P38405
Q16539,Q6P4H8
P19838,Q8N9G6
O00322,P18075
P17612,Q96PG1
P02461,Q96KK5
P01106,Q15029
B7ZBB8,Q04206
P05412,Q66GS9
P78543,Q04206
P29474,Q92563
P12524,Q6P5Z2
P29474,Q8TB40
P20908,Q9Y297
P0C866,P31749
P12643,Q9NS62
P05976,P41180
P04637,Q8N5C8
O75364,P25940
P01106,P11586
P04004,Q14186
Q04206,Q9UI12
Q8NEV9,Q9BQB4
P04629,Q9NTI2
P04004,Q8N8J0
H3BNL1,P07333
P18075,Q9ULJ7
Q6NX49,Q9Y4K3
P20908,Q2KHN1
P02533,P18075
Q04206,Q9GIP4
P18075,Q96D31
P01258,Q9H255
P04004,Q9UFW8
